filename,#CodeChurnInFile,MaxSizeCodeChurn,AvgSizeCodeChurn,#Commits,#Contributors,#MinorContributors,#ContibutorExperience,#Hunks,#LinesAdded,MaxLinesAdded,AvgLinesAdded,#LinesRemoved,MaxLinesRemoved,AvgLinesRemoved,vulnerable
docs\releasenotes\3.0.3.rst,111,111,56,2,1,0,100.0,1.0,112,111,56,1,1,0,0
reviewboard\static\rb\js\views\fileAttachmentRevisionSelectorView.es6.js,65,65,65,1,1,0,100.0,1,65,65,65,0,0,0,0
MANIFEST.in,14,14,2,9,3,0,82.5,1,27,22,3,13,8,1,0
docs\codebase\index.rst,-22,18,-1,21,6,4,68.7,1,112,28,5,134,81,6,0
docs\codebase\redirects.json,15,15,8,2,1,0,100.0,1.0,16,15,8,1,1,0,0
reviewboard\templates\base\navbar.html,16,14,3,5,4,0,61.54,1,21,14,4,5,4,1,0
docs\releasenotes\3.0.2.rst,126,118,32,4,1,0,100.0,1.0,128,118,32,2,1,0,0
reviewboard\static\rb\js\views\tests\diffFragmentQueueViewTests.es6.js,322,145,40,8,1,0,100.0,12.0,501,178,63,179,98,22,0
reviewboard\static\rb\js\resources\models\userFileAttachmentModel.es6.js,63,68,21,3,1,0,100.0,2,71,68,24,8,6,3,0
reviewboard\static\rb\js\utils\dataUtils.es6.js,258,258,258,1,1,0,100.0,1,258,258,258,0,0,0,0
reviewboard\static\rb\js\utils\tests\dataUtilsTests.es6.js,394,394,394,1,1,0,100.0,1,394,394,394,0,0,0,0
reviewboard\static\rb\js\ui\views\tests\notificationManagerTests.es6.js,67,47,22,3,2,0,62.4,1,96,48,32,29,28,10,0
reviewboard\static\rb\js\ui\views\notificationManager.es6.js,136,125,34,4,3,1,63.78,1.5,166,125,42,30,27,8,0
reviewboard\static\rb\js\resources\models\baseCommentModel.es6.js,267,115,9,30,5,1,30.94,2.0,468,115,16,201,51,7,0
docs\releasenotes\3.0.1.rst,102,102,51,2,1,0,100.0,1.0,103,102,52,1,1,0,0
docs\releasenotes\2.5.17.rst,104,92,52,2,1,0,100.0,1.0,105,92,52,1,1,0,0
reviewboard\notifications\email.py,28,28,14,2,2,0,87.5,2.5,30,28,15,2,2,1,0
docs\releasenotes\3.0.rst,951,951,476,2,1,0,100.0,1.0,952,951,476,1,1,0,0
docs\manual\users\reviews\automated-review\status-updates.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\automated-review\status-updates@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\reviewing-files.rst,74,28,5,15,5,0,28.21,1,115,28,8,41,25,3,0
docs\manual\users\reviews\reviewing-images.rst,78,42,7,11,5,1,28.37,1,143,42,13,65,38,6,0
docs\releasenotes\_static\images\3.0\3.0-avatars.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-avatars@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-emoji.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-emoji@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-entry-linking@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-integrations.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-integrations@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-issue-verification@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-new-entries@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-new-icons.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-new-icons@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-new-replies.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-new-replies@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-oauth2-apps.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-oauth2-apps@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-review-request-infobox.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-review-request-infobox@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-revoke-ship-it@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-status-updates.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-status-updates@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\webapi\2.0\index.rst,1,1,0,8,4,0,44.44,1.0,5,1,1,4,3,0,0
docs\manual\webapi\index.rst,47,48,7,7,3,1,84.76,1,76,66,11,29,18,4,0
docs\manual\extending\extensions\hooks\api-extra-data-access-hook.rst,99,69,33,3,2,0,70.05,6,158,69,53,59,31,20,0
docs\manual\webapi\2.0\overview.rst,21,18,5,4,2,1,97.09,2.0,62,56,16,41,38,10,0
docs\manual\users\dashboard\dashboard@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\review-requests\file-attachments.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\review-requests\file-attachments@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\review-requests\new-review-request.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\review-requests\new-review-request@2x.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\review-requests\upload-diff-dialog.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\review-requests\upload-diff-dialog@2x.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-comments.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-comments@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-download-icon.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-file-index.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-file-index@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-indentation.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-indentation@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-revision-selector.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-revision-selector@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\dropped-issue.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\dropped-issue@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\markdown-review-ui.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\markdown-review-ui@2x.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\moved-lines.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\moved-lines@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\open-issue.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\open-issue@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\resolved-issue.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\resolved-issue@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\text-review-ui.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\text-review-ui@2x.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\review-requests\review-request-details.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\review-requests\review-request-details@2x.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\issue-summary.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\issue-summary@2x.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
reviewboard\static\rb\js\models\reviewRequestEditorModel.js,5,5,5,1,1,0,100.0,2,8,8,8,3,3,3,0
reviewboard\hostingsvcs\tests.py,4745,447,55,86,12,8,39.37,3.0,5831,491,68,1086,348,13,0
docs\manual\users\reviews\file-attachment-navigation.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\file-attachment-navigation@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\file-revision-selector.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\file-revision-selector@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
reviewboard\static\rb\js\ui\views\infoboxManagerView.es6.js,360,355,120,3,2,1,96.3,4,369,355,123,9,7,3,0
docs\manual\users\reviews\image-review-ui.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\image-review-ui@2x.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\admin\configuration\avatar-services-settings.rst,20,20,20,1,1,0,100.0,1,20,20,20,0,0,0,0
docs\manual\extending\extensions\hooks\avatar-service-hook.rst,53,53,53,1,1,0,100.0,1,53,53,53,0,0,0,0
docs\manual\users\reviews\comment-box.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\comment-box@2x.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-collapse-context.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-collapse-context@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-download-icon@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-expand-20-icon.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-expand-20-icon@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-expand-all-icon.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-expand-all-icon@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-expand-context.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-expand-context@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-expand-header-icon.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-expand-header-icon@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-replace-highlighting.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-replace-highlighting@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diffviewer-parts.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\diffviewer-parts@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\full-comment-box.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\full-comment-box@2x.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-show-deleted-contents.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-show-deleted-contents@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-show-deleted.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\diff-show-deleted@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\3.0-rc-1.rst,247,244,82,3,1,0,100.0,2,250,244,83,3,2,1,0
docs\manual\users\reviews\draft-banner.rst,24,27,4,6,2,0,76.09,1.0,35,27,6,11,5,2,0
docs\manual\users\reviews\publishing.rst,43,22,7,6,2,0,70.37,1.0,62,27,10,19,10,3,0
docs\manual\users\reviews\review-dialog-buttons.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog-buttons@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog-comment.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog-comment@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog-footer.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog-footer@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog-header.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog-header@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-draft-banner-publish-owner-only.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-draft-banner-publish-owner-only@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-draft-banner-publish-submitter-only.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-draft-banner-publish-submitter-only@2x.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
reviewboard\templates\reviews\menu_action.html,9,8,3,3,3,0,53.33,1,12,8,4,3,2,1,0
docs\manual\users\searching\full-text-search.rst,12,10,2,7,4,1,50.0,3,55,22,8,43,17,6,0
docs\manual\users\reviews\review-draft-banner-publish.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-draft-banner-publish@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-draft-banner.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-draft-banner@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\extending\extensions\hooks\review-request-fields-hook.rst,56,64,7,8,6,4,74.44,1.0,73,64,9,17,9,2,0
docs\manual\extending\extensions\hooks\review-request-fieldsets-hook.rst,55,48,14,4,2,0,80.95,1.0,59,48,15,4,3,1,0
docs\manual\users\reviews\fix-it-ship-it.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\fix-it-ship-it@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog-shipit.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\review-dialog-shipit@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\revoke-ship-it.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\reviews\revoke-ship-it@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\extending\extensions\hooks\user-infobox-hook.rst,104,104,104,1,1,0,100.0,1,104,104,104,0,0,0,0
docs\manual\users\dashboard\bug-infobox.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\dashboard\bug-infobox@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\dashboard\column-sorting.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\dashboard\column-sorting@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\dashboard\dashboard-columns.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,0
docs\manual\users\dashboard\dashboard-columns@2x.png,0,0,0,3,,,,0,0,0,0,0,0,0,0
docs\manual\users\dashboard\dashboard.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\dashboard\review-request-infobox.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\dashboard\review-request-infobox@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\dashboard\user-infobox.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\users\dashboard\user-infobox@2x.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\admin\configuration\access-control.rst,79,76,13,6,2,1,97.75,1.0,84,76,14,5,3,1,0
docs\manual\extending\extensions\hooks\auth-backend-hook.rst,51,53,8,6,4,0,70.67,1.0,63,53,10,12,3,2,0
docs\manual\users\review-requests\creating.rst,54,32,6,9,3,2,95.98,1,114,52,13,60,20,7,0
docs\manual\users\review-requests\uploading-files.rst,59,37,5,12,5,0,35.43,1.0,93,37,8,34,16,3,0
docs\manual\users\searching\quick-search.rst,23,27,5,5,2,0,94.29,1,29,27,6,6,4,1,0
docs\manual\webapi\2.0\rich-text-fields.rst,216,199,72,3,1,0,100.0,2,237,199,79,21,17,7,0
reviewboard\templates\reviews\review_request_infobox.html,127,69,32,4,2,0,71.84,3.0,186,105,46,59,53,15,0
reviewboard\templates\reviews\entries\base.html,49,49,8,6,2,0,93.85,1.0,57,49,10,8,3,1,0
docs\releasenotes\3.0-beta-2.rst,467,467,234,2,1,0,100.0,1.0,468,467,234,1,1,0,0
docs\releasenotes\_static\images\3.0\3.0-entry-linking.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-issue-verification.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-new-entries.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\releasenotes\_static\images\3.0\3.0-revoke-ship-it.png,0,0,0,1,,,,0,0,0,0,0,0,0,0
docs\manual\extending\extensions\hooks\action-hook.rst,190,189,95,2,2,1,99.47,1.0,190,189,95,0,0,0,0
docs\manual\webapi\2.0\errors\111-duplicate-item.rst,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,0
docs\manual\webapi\2.0\errors\112-oauth-missing-scope-error.rst,6,6,6,1,1,0,100.0,1,6,6,6,0,0,0,0
docs\manual\webapi\2.0\errors\113-oauth-access-denied-error.rst,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,0
docs\manual\webapi\2.0\errors\114-rate-limit-exceeded.rst,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,0
docs\manual\webapi\2.0\errors\232-revoke-ship-it-error.rst,6,6,6,1,1,0,100.0,1,6,6,6,0,0,0,0
docs\manual\webapi\2.0\errors\index.rst,27,8,2,13,6,3,73.47,1,38,8,3,11,9,1,0
docs\manual\webapi\2.0\resources\oauth-application-list.rst,3,3,3,1,1,0,100.0,1,3,3,3,0,0,0,0
docs\manual\webapi\2.0\resources\oauth-application.rst,2,2,2,1,1,0,100.0,1,2,2,2,0,0,0,0
docs\manual\webapi\2.0\resources\oauth-token-list.rst,3,3,3,1,1,0,100.0,1,3,3,3,0,0,0,0
docs\manual\webapi\2.0\resources\oauth-token.rst,2,2,2,1,1,0,100.0,1,2,2,2,0,0,0,0
docs\manual\webapi\2.0\resources\user-file-attachment-list.rst,3,3,3,1,1,0,100.0,1,3,3,3,0,0,0,0
docs\manual\webapi\2.0\resources\user-file-attachment.rst,2,2,2,1,1,0,100.0,1,2,2,2,0,0,0,0
reviewboard\static\rb\js\views\diffFragmentView.es6.js,300,242,60,5,1,0,100.0,2,358,242,72,58,45,12,0
reviewboard\static\rb\js\views\tests\diffFragmentViewTests.es6.js,231,135,116,2,1,0,100.0,12.5,272,137,136,41,41,20,0
reviewboard\static\rb\js\reviewRequestPage\views\entryView.es6.js,107,46,15,7,3,0,39.07,3,129,46,18,22,17,3,0
reviewboard\templates\reviews\entries\entry.js,18,13,3,7,1,0,100.0,1,21,13,3,3,1,0,0
reviewboard\static\rb\js\reviewRequestPage\models\tests\reviewEntryModelTests.es6.js,48,38,12,4,1,0,100.0,2.5,52,38,13,4,2,1,0
reviewboard\templates\reviews\review_request_field.html,8,7,4,2,1,0,100.0,1.0,8,7,4,0,0,0,0
reviewboard\templates\reviews\review_request_box.js,19,19,19,1,1,0,100.0,1,19,19,19,0,0,0,0
reviewboard\static\rb\js\utils\consoleUtils.es6.js,40,30,6,7,3,0,73.61,2,56,30,8,16,6,2,0
reviewboard\static\rb\js\views\dndUploaderView.es6.js,360,220,51,7,3,2,98.53,1,453,224,65,93,85,13,0
docs\releasenotes\2.5.16.rst,79,79,40,2,1,0,100.0,1.0,80,79,40,1,1,0,0
docs\releasenotes\2.0.31.rst,80,80,40,2,1,0,100.0,1.0,81,80,40,1,1,0,0
reviewboard\static\rb\js\utils\linkifyUtils.js,154,74,14,11,4,1,52.83,2,236,74,21,82,61,7,0
reviewboard\cmdline\conf\apache-fastcgi.conf.in,28,10,3,10,4,2,78.57,1.0,35,10,4,7,2,1,0
reviewboard\cmdline\conf\lighttpd.conf.in,7,4,2,3,3,0,66.67,2,8,5,3,1,1,0,0
docs\manual\webapi\2.0\resources\extension-list.rst,-2,0,0,4,2,0,66.67,1.0,2,1,0,4,2,1,0
docs\manual\webapi\2.0\resources\extension.rst,-2,0,0,4,2,0,66.67,1.0,2,1,0,4,2,1,0
reviewboard\static\rb\js\reviewRequestPage\views\initialStatusUpdatesEntryView.es6.js,10,59,1,8,2,0,51.16,2.0,91,59,11,81,46,10,0
reviewboard\templates\reviews\entries\_review_comment.html,19,16,10,2,1,0,100.0,2.5,26,16,13,7,7,4,0
reviewboard\templates\reviews\entries\change.html,89,54,4,22,5,2,37.25,1.0,274,55,12,185,71,8,0
reviewboard\templates\reviews\entries\initial_status_updates.html,27,25,7,4,2,0,69.14,2.0,54,25,14,27,23,7,0
reviewboard\static\rb\js\pages\models\datagridPageModel.js,54,54,27,2,1,0,100.0,1.5,57,54,28,3,3,2,0
reviewboard\static\rb\js\pages\models\pageModel.es6.js,10,10,10,1,1,0,100.0,1,10,10,10,0,0,0,0
reviewboard\hostingsvcs\tests\test_base.py,134,67,67,2,1,0,100.0,1.0,134,67,67,0,0,0,0
reviewboard\static\rb\js\ui\views\centeredElementManager.es6.js,108,98,36,3,2,0,81.67,2,114,98,38,6,4,2,0
docs\releasenotes\2.5.15.rst,31,31,31,1,1,0,100.0,1,31,31,31,0,0,0,0
reviewboard\templates\reviews\diff_comment_fragment.html,78,73,5,15,6,2,34.07,3,243,89,16,165,89,11,0
reviewboard\templates\reviews\entries\_status_update_review_section.html,12,11,4,3,2,0,85.71,1,13,11,4,1,1,0,0
docs\releasenotes\2.5.14.rst,121,121,60,2,1,0,100.0,1.0,122,121,61,1,1,0,0
docs\releasenotes\2.0.30.rst,60,60,30,2,1,0,100.0,1.0,61,60,30,1,1,0,0
reviewboard\static\rb\js\common.js,-69,-2,-34,2,1,0,100.0,1.5,0,0,0,69,67,34,0
reviewboard\static\rb\js\diffviewer\views\diffReviewableView.js,12,10,2,5,1,0,100.0,4,58,25,12,46,27,9,0
reviewboard\static\rb\js\reviewRequestPage\views\reviewReplyDraftBannerView.js,82,53,8,10,5,0,47.58,2.0,103,53,10,21,5,2,0
reviewboard\static\rb\js\reviewRequestPage\views\tests\reviewEntryViewTests.js,142,154,10,14,3,1,66.04,3.0,311,154,22,169,99,12,0
reviewboard\static\rb\css\pages\oauth.less,13,13,13,1,1,0,100.0,1,13,13,13,0,0,0,0
reviewboard\templates\oauth\authorize.html,50,50,50,1,1,0,100.0,1,50,50,50,0,0,0,0
reviewboard\static\rb\css\ui\infoboxes.less,334,284,84,4,1,0,100.0,10.5,497,284,124,163,100,41,0
reviewboard\templates\reviews\bug_infobox.html,24,10,6,4,3,0,58.82,1.0,29,13,7,5,3,1,0
reviewboard\static\rb\js\ui\views\baseInfoboxView.es6.js,210,97,52,4,1,0,100.0,1.5,218,98,54,8,7,2,0
reviewboard\static\rb\images\shipit_bg.png,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
reviewboard\templates\oauth\secret_input_widget.html,23,23,23,1,1,0,100.0,1,23,23,23,0,0,0,0
reviewboard\static\rb\js\ui\views\bugInfoboxView.es6.js,9,9,9,1,1,0,100.0,1,9,9,9,0,0,0,0
reviewboard\static\rb\js\ui\views\reviewRequestInfoboxView.es6.js,10,10,10,1,1,0,100.0,1,10,10,10,0,0,0,0
reviewboard\static\rb\js\ui\views\userInfoboxView.es6.js,29,29,29,1,1,0,100.0,1,29,29,29,0,0,0,0
reviewboard\changedescs\templatetags\__init__.py,0,0,0,2,,,,0.0,0,0,0,0,0,0,0
reviewboard\templates\reviews\boxes\change.js,36,26,7,5,2,0,54.05,1,55,27,11,19,17,4,0
reviewboard\templates\reviews\boxes\initial_status_updates.js,35,30,9,4,2,0,56.34,1.0,53,30,13,18,17,4,0
reviewboard\templates\reviews\boxes\review.js,21,17,7,3,2,0,66.67,1,36,18,12,15,13,5,0
reviewboard\static\rb\css\ui\related-object-selector.less,80,78,27,3,3,2,95.12,1,81,78,27,1,1,0,0
reviewboard\static\rb\js\admin\views\relatedObjectSelectorView.es6.js,246,236,49,5,2,0,51.59,6,375,236,75,129,75,26,0
docs\releasenotes\2.5.13.1.rst,28,28,14,2,1,0,100.0,1.0,29,28,14,1,1,0,0
docs\releasenotes\2.0.29.1.rst,40,40,20,2,1,0,100.0,1.0,41,40,20,1,1,0,0
docs\releasenotes\2.5.13.rst,60,60,30,2,1,0,100.0,1.0,61,60,30,1,1,0,0
docs\releasenotes\2.0.29.rst,72,72,36,2,1,0,100.0,1.0,73,72,36,1,1,0,0
reviewboard\reviews\tests.py,5755,643,45,127,20,16,46.26,3,8371,644,66,2616,390,21,0
docs\releasenotes\1.7.19.rst,88,94,15,6,2,1,96.15,1.0,96,94,16,8,3,1,0
docs\releasenotes\1.7.21.rst,120,124,20,6,2,0,92.86,1.0,130,124,22,10,3,2,0
docs\releasenotes\1.7.22.rst,139,139,35,4,3,1,93.29,1.0,144,139,36,5,2,1,0
docs\releasenotes\1.7.28.rst,50,42,10,5,2,0,67.74,1,56,42,11,6,2,1,0
docs\releasenotes\2.0-beta-1.rst,526,515,66,8,3,0,85.03,2.0,567,515,71,41,15,5,0
docs\releasenotes\2.0-beta-2.rst,540,541,90,6,3,1,86.08,1.5,586,541,98,46,20,8,0
docs\releasenotes\2.0-beta-3.rst,775,771,194,4,3,1,85.76,9.5,837,771,209,62,30,16,0
docs\releasenotes\2.0-rc-1.rst,275,273,55,5,3,1,86.21,1,297,273,59,22,10,4,0
docs\releasenotes\2.0-rc-3.rst,286,244,57,5,3,2,94.17,2,306,244,61,20,11,4,0
docs\releasenotes\2.0.12.rst,338,338,84,4,1,0,100.0,2.0,355,338,89,17,8,4,0
docs\releasenotes\2.0.13.rst,230,230,77,3,1,0,100.0,1,232,230,77,2,1,1,0
docs\releasenotes\2.0.14.rst,160,149,32,5,1,0,100.0,1,173,149,35,13,6,3,0
docs\releasenotes\2.0.16.rst,277,266,40,7,1,0,100.0,2,297,266,42,20,7,3,0
docs\releasenotes\2.0.19.rst,149,147,37,4,1,0,100.0,2.5,170,147,42,21,10,5,0
docs\releasenotes\2.0.20.rst,113,113,28,4,1,0,100.0,1.0,118,113,30,5,2,1,0
